Time,Count,Accel X (g),Accel Y (g),Accel Z (g),Gyro X (dps),Gyro Y (dps),Gyro Z (dps)
2.117000103,280,-0.006,-0.006,4.907999992,0,-0.061000001,0
2.125999928,281,-0.006,-0.006,4.907999992,0,-0.061000001,0
2.130000114,282,-0.006,-0.006,4.907999992,0,-0.061000001,0
2.14199996,283,-0.0072,-0.0054,4.90320015,-0.061000001,-0.061000001,-0.061000001
2.145999908,284,-0.0072,-0.0054,4.90320015,-0.061000001,-0.061000001,-0.061000001
2.155999899,285,-0.0072,-0.0054,4.90320015,-0.061000001,-0.061000001,-0.061000001
2.164000034,286,-0.0006,-0.0054,4.916399956,-0.061000001,-0.061000001,0
2.167999983,287,-0.0006,-0.0054,4.916399956,-0.061000001,-0.061000001,0
2.176000118,288,-0.0006,-0.0054,4.916399956,-0.061000001,-0.061000001,0
2.180000067,289,-0.0006,-0.0054,4.916399956,-0.061000001,-0.061000001,0
2.190000057,290,0.0024,-0.0072,4.909200191,0,-0.061000001,0
2.194000006,291,0.0024,-0.0072,4.909200191,0,-0.061000001,0
2.211999893,292,-0.0012,-0.0018,4.905600071,0,-0.061000001,0
2.21600008,293,-0.0012,-0.0018,4.905600071,0,-0.061000001,0
2.226000071,294,-0.0012,-0.0018,4.905600071,0,-0.061000001,0
2.230000019,295,-0.0012,-0.0018,4.905600071,0,-0.061000001,0
2.24000001,296,-0.003,-0.0072,4.895400047,0,-0.061000001,-0.061000001
2.243999958,297,-0.003,-0.0072,4.895400047,0,-0.061000001,-0.061000001
2.256000042,298,-0.003,-0.0072,4.895400047,0,-0.061000001,-0.061000001
2.265000105,299,-0.0012,-0.0078,4.89839983,-0.061000001,-0.061000001,0
2.269000053,300,-0.0012,-0.0078,4.89839983,-0.061000001,-0.061000001,0
2.276000023,301,-0.0012,-0.0078,4.89839983,-0.061000001,-0.061000001,0
2.279999971,302,-0.0012,-0.0078,4.89839983,-0.061000001,-0.061000001,0
2.302000046,303,0.0012,-0.0078,4.90500021,-0.061000001,-0.061000001,-0.061000001
2.305999994,304,0.0012,-0.0078,4.90500021,-0.061000001,-0.061000001,-0.061000001
2.322000027,305,0.003,-0.0066,4.911600113,-0.061000001,-0.061000001,0
2.325999975,306,0.003,-0.0066,4.911600113,-0.061000001,-0.061000001,0
2.335999966,307,0.003,-0.0066,4.911600113,-0.061000001,-0.061000001,0
2.345000029,308,-0.003,-0.0036,4.909800053,0,-0.061000001,-0.061000001
2.348999977,309,-0.003,-0.0036,4.909800053,0,-0.061000001,-0.061000001
2.355000019,310,-0.003,-0.0036,4.909800053,0,-0.061000001,-0.061000001
2.364000082,311,-0.0036,-0.009,4.90320015,-0.061000001,-0.061000001,0
2.368000031,312,-0.0036,-0.009,4.90320015,-0.061000001,-0.061000001,0
2.375999928,313,-0.0036,-0.009,4.90320015,-0.061000001,-0.061000001,0
2.380000114,314,-0.0036,-0.009,4.90320015,-0.061000001,-0.061000001,0
2.390000105,315,-0.0066,-0.0072,4.904399872,-0.061000001,-0.061000001,-0.061000001
2.394000053,316,-0.0066,-0.0072,4.904399872,-0.061000001,-0.061000001,-0.061000001
2.411999941,317,0.0036,-0.0048,4.912199974,-0.061000001,-0.061000001,0
2.415999889,318,0.0036,-0.0048,4.912199974,-0.061000001,-0.061000001,0
2.426000118,319,0.0036,-0.0048,4.912199974,-0.061000001,-0.061000001,0
2.430000067,320,0.0036,-0.0048,4.912199974,-0.061000001,-0.061000001,0
2.440000057,321,-0.003,-0.0018,4.909200191,-0.061000001,-0.061000001,0
2.444000006,322,-0.003,-0.0018,4.909200191,-0.061000001,-0.061000001,0
2.45600009,323,-0.003,-0.0018,4.909200191,-0.061000001,-0.061000001,0
2.464999914,324,-0.0024,-0.0054,4.901400089,0,-0.061000001,-0.061000001
2.469000101,325,-0.0024,-0.0054,4.901400089,0,-0.061000001,-0.061000001
2.476000071,326,-0.0024,-0.0054,4.901400089,0,-0.061000001,-0.061000001
